15	1 2 3 4 10 12 14 15 18 21 22 25 26 27 29 
23	0 2 3 4 5 6 7 8 9 12 13 14 15 17 18 19 20 21 23 24 25 26 29 
15	0 1 3 10 11 12 13 15 16 19 21 22 24 26 27 
19	0 1 2 4 9 10 12 14 15 17 18 19 20 22 23 25 26 28 29 
16	0 1 3 5 6 7 9 11 12 19 20 21 22 23 24 29 
19	1 4 7 8 11 12 13 15 17 18 20 21 23 24 25 26 27 28 29 
16	1 4 7 9 10 12 14 15 16 18 19 21 23 25 26 27 
17	1 4 5 6 8 9 12 16 17 18 19 20 21 22 23 25 27 
15	1 5 7 9 10 11 12 13 18 19 20 21 23 25 28 
18	1 3 4 6 7 8 13 14 15 16 17 18 19 20 21 22 25 29 
14	0 2 3 6 8 11 13 15 16 17 24 27 28 29 
16	2 4 5 8 10 13 14 15 16 19 20 21 23 25 27 29 
22	0 1 2 3 4 5 6 7 8 14 15 16 17 18 19 20 21 23 24 25 27 28 
19	1 2 5 8 9 10 11 14 15 16 17 18 19 20 21 22 26 28 29 
18	0 1 3 6 9 11 12 13 15 16 17 19 20 22 23 24 25 29 
20	0 1 2 3 5 6 9 10 11 12 13 14 17 18 20 22 23 25 26 29 
17	2 6 7 9 10 11 12 13 14 17 18 19 21 22 25 26 29 
19	1 3 5 7 9 10 12 13 14 15 16 20 21 22 24 26 27 28 29 
19	0 1 3 5 6 7 8 9 12 13 15 16 20 21 22 23 24 28 29 
18	1 2 3 4 6 7 8 9 11 12 13 14 16 20 21 23 24 28 
18	1 3 4 5 7 8 9 11 12 13 14 15 17 18 19 22 23 27 
21	0 1 2 4 5 6 7 8 9 11 12 13 16 17 18 19 22 23 24 25 29 
19	0 2 3 4 7 9 13 14 15 16 17 18 20 21 24 25 26 28 29 
18	1 3 4 5 6 7 8 11 12 14 15 18 19 20 21 27 28 29 
14	1 2 4 5 10 12 14 17 18 19 21 22 26 28 
17	0 1 3 5 6 7 8 9 11 12 14 15 16 21 22 26 27 
15	0 1 2 3 5 6 13 15 16 17 22 24 25 27 29 
14	0 2 5 6 7 10 11 12 17 20 23 25 26 29 
12	3 5 8 10 12 13 17 18 19 22 23 24 
19	0 1 3 4 5 9 10 11 13 14 15 16 17 18 21 22 23 26 27 
end
